City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
462,Cotonou,BJ,78.78,few clouds,6.3654,2.4183,Novotel Cotonou Orisha
463,Fortuna,US,72.93,scattered clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
464,La Maddalena,IT,87.85,clear sky,41.2142,9.4083,Hotel Il Gabbiano
467,Zanesville,US,83.5,few clouds,39.9404,-82.0132,"Holiday Inn Express & Suites Zanesville North, an IHG Hotel"
468,Xuddur,SO,71.17,clear sky,4.1213,43.8894,Banjanay Hotel
470,Ushibuka,JP,78.08,clear sky,32.1906,130.0228,Hotei
474,Halifax,CA,76.51,broken clouds,44.6453,-63.5724,Hotel Halifax
475,Sorong,ID,78.03,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
477,Bismarck,US,84.65,clear sky,46.8083,-100.7837,Bismarck Hotel and Conference Center
486,Port Moresby,PG,75.34,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
487,Kilindoni,TZ,76.01,scattered clouds,-7.9139,39.6668,Bustani B&B
489,Ponta Delgada,PT,72.32,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
490,Bridgetown,BB,82.89,scattered clouds,13.1,-59.6167,Hilton Barbados Resort
491,Barbalha,BR,78.6,few clouds,-7.3111,-39.3042,Motel Sun Set
493,Namatanai,PG,78.89,light rain,-3.6667,152.4333,Seagulls Inn Namatani
494,Ahuimanu,US,83.91,clear sky,21.4447,-157.8378,Paradise Bay Resort
497,Guilin,CN,75.31,clear sky,25.2819,110.2864,Grand 0773 Hotel
501,Luganville,VU,79.02,clear sky,-15.5333,167.1667,The Espiritu Hotel
504,Smithers,CA,73.72,scattered clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
505,Itoman,JP,82.42,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
509,Inowroclaw,PL,74.82,broken clouds,52.7989,18.2639,Rezydencja Pod Tężnią & Spa
511,Lazaro Cardenas,MX,84.24,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
512,Chapada Dos Guimaraes,BR,83.86,clear sky,-15.4606,-55.7497,Pousada Morro Dos Ventos
514,Conceicao Da Barra,BR,70.43,scattered clouds,-18.5933,-39.7322,Cricaré Praia Hotel
516,Abu Zabad,SD,80.4,overcast clouds,12.35,29.25,حامد محمد نور
517,Petatlan,MX,89.4,overcast clouds,17.5167,-101.2667,Hotel California Petatlán
518,Japura,ID,71.73,light rain,-0.3167,102.35,Rumah mbah Jamah
519,Tonneins,FR,73.62,scattered clouds,44.3921,0.3124,Hôtel Des Fleurs SARL FLOWERS
520,Kokopo,PG,77.63,clear sky,-4.352,152.2633,Kokopo Beach Bungalow Resort
521,Eyl,SO,77.16,overcast clouds,7.9803,49.8164,Amiin Hotel
524,Athabasca,CA,72.01,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
526,Trinidad,BO,89.58,scattered clouds,-14.8333,-64.9,Hotel Piesta
529,Pochutla,MX,88.83,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
531,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
532,Jiuquan,CN,73.47,overcast clouds,39.7432,98.5174,Jiuquan Hotel
534,Colmenar Viejo,ES,86.18,clear sky,40.6591,-3.7676,Profesora de Piano Carmen López
540,Sechura,PE,74.57,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
541,Show Low,US,77.0,light intensity drizzle,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
542,Melville,US,83.75,overcast clouds,40.7934,-73.4151,Marriott Melville Long Island
547,Cascais,PT,75.06,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
553,Santiago Del Estero,AR,82.29,scattered clouds,-27.7951,-64.2615,Apartamentos Castelli 90
554,Chardara,KZ,83.25,clear sky,41.2547,67.9692,Жанаргул
558,Alexander City,US,87.58,clear sky,32.944,-85.9539,Hampton Inn Alexander City
560,Havre-Saint-Pierre,CA,73.76,broken clouds,50.2334,-63.5986,Auberge Niapiskau
563,Diapaga,BF,79.54,light rain,12.0708,1.7889,Hôtel GACILIE
568,Zhuanghe,CN,72.1,overcast clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
569,Tabuk,PH,74.61,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
570,Kieta,PG,78.87,light rain,-6.2167,155.6333,Uruna Bay Retreat
574,Millinocket,US,76.41,broken clouds,45.6573,-68.7098,Katahdin Inn & Suites
577,Fairbanks,US,73.4,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
578,Auki,SB,80.15,few clouds,-8.7676,160.7034,Auki Motel
579,Adamovka,RU,70.99,overcast clouds,51.5223,59.9396,Gostinitsa
581,Presidencia Roque Saenz Pena,AR,87.03,clear sky,-26.7852,-60.4388,Hotel Gualok
590,Dayong,CN,77.92,broken clouds,25.0209,118.2898,Haiyue Express Hotel
591,Porto Tolle,IT,84.04,clear sky,44.9497,12.3245,Klaus sas di Boscolo Claudio & c.
592,Muroto,JP,79.72,overcast clouds,33.2833,134.15,Oota Ryokan
593,Baiyin,CN,71.69,clear sky,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
598,Torbay,CA,74.17,broken clouds,47.6666,-52.7314,Gallows Cove
602,Tezu,IN,75.56,overcast clouds,27.9167,96.1667,Circuit House
604,Mogadishu,SO,75.85,few clouds,2.0371,45.3438,Hotel Juba
607,Puerto Rondon,CO,79.88,overcast clouds,6.2805,-71.1,Urbanización Santa Clara
608,La Primavera,CO,78.96,overcast clouds,5.4906,-70.4092,La Riviera Hotel Colonial
610,Uaua,BR,74.62,overcast clouds,-9.8414,-39.4817,Hotel Uauá
611,Wanning,CN,78.58,scattered clouds,18.8003,110.3967,Paradise Hotel
612,Lumut,MY,75.22,few clouds,4.2323,100.6298,"Marina Island Pangkor Resort & Hotel (Suites, Function Rooms and Convention Hall)"
613,San Ramon,US,88.02,clear sky,37.7799,-121.978,San Ramon Marriott
615,Portobelo,PA,76.96,overcast clouds,9.55,-79.65,Scuba Portobelo
616,Fuxin,CN,71.55,broken clouds,42.0156,121.6589,Xinya International Hotel
617,Itarema,BR,78.58,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
619,Asyut,EG,88.03,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
620,Raton,US,88.41,scattered clouds,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
622,Safaga,EG,86.4,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
624,Balkanabat,TM,82.13,overcast clouds,39.5108,54.3671,Nebitchi Hotel
625,Kushmurun,KZ,73.69,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
628,Finschhafen,PG,78.12,broken clouds,-6.6024,147.8681,Cossam Guest House
630,Tabou,CI,74.07,few clouds,4.423,-7.3528,hotêl doufoulougou
632,Boundiali,CI,71.58,scattered clouds,9.5217,-6.4869,Hotel Paysan Boundiali
633,Banikoara,BJ,77.34,overcast clouds,11.2985,2.4386,Hôtel de l'UCom CVPC
634,Bay Roberts,CA,74.95,broken clouds,47.5999,-53.2648,Stonewall Inn
635,Nishihara,JP,81.68,few clouds,26.1842,127.7558,Minshuku Agaihama
637,Yarada,IN,79.12,mist,17.65,83.2667,Yarada Jungle Beach Resorts
642,Mansa,IN,84.78,broken clouds,29.9833,75.3833,STARiHOTEL Mansa
646,Ixtapa,MX,85.23,scattered clouds,20.7,-105.2,hotel la terminal
650,Ingraj Bazar,IN,81.23,overcast clouds,25.0,88.15,"Hotel Samrat, Malda"
651,Gua Musang,MY,72.36,overcast clouds,4.8823,101.9644,Mines Inn Hotel
653,Tutoia,BR,79.68,overcast clouds,-2.7619,-42.2744,Tutóia Pousada Vila Beach
655,Bubaque,GW,77.85,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
656,Fukue,JP,77.02,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
657,Kumba,CM,70.95,overcast clouds,4.6363,9.4469,El Bethel Hotel
659,Ranong,TH,77.38,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
660,Kamloops,CA,88.79,few clouds,50.6665,-120.3192,Ramada by Wyndham Kamloops
662,Tucurui,BR,83.46,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
664,Golden Gate,US,87.87,light rain,26.1879,-81.6951,Quality Inn & Suites Golf Resort
665,Inuvik,CA,74.26,few clouds,68.3499,-133.7218,Nova Inn Inuvik
670,Tongren,CN,76.53,clear sky,27.7172,109.1853,Fanjing Mountain International Conference Center
672,Peace River,CA,75.51,broken clouds,56.2501,-117.286,BCMInns - Peace River
674,Santa Barbara,US,82.24,clear sky,34.7333,-120.0343,Upper Ballard Campground
676,Caramay,PH,79.27,overcast clouds,10.1815,119.236,Peace and Love Beach Club
680,Canchungo,GW,77.13,light rain,12.0672,-16.0333,Aparthotel Napalach
682,Havelock,US,89.56,few clouds,34.8791,-76.9013,Sherwood Motel
684,Waddan,LY,83.89,clear sky,29.1614,16.139,محل الشريف محمد العايب
685,Coro,VE,85.48,scattered clouds,11.4045,-69.6734,Federal
